# SQL Query: SELECT * from Spectra inner join Events ON Spectra.SN = Events.SN where filename in ('1996X_19960416_3748_9916_00.dat','1996X_19960417_4654_6623_00.dat','1996X_19960417_4654_6623_01.dat','1996X_19960418_3079_10670_00.dat','1996X_19960419_3077_10669_00.dat','sn1996X-19960416.44-fast.flm','sn1996X-19960417.33-fast.flm','sn1996X-19960418.31-fast.flm','sn1996X-19960419.30-fast.flm','sn2005w-20050211.200-br.flm','SN07af_070314_b01_DUP_BC.dat','SN07af_070314_r01_DUP_BC.dat','sn2007af-20070313.45-fast.flm','sn2007af-20070313.545-ui-corrected.flm','sn2007af-20070314.44-fast.flm','sn2007af-20070315.39-fast.flm','sn1996ab-19960522.37-fast.flm','sn2007o-20070122.663-deimos.flm','2002er_20020907_6200_10097_00.dat','2002er_20020908_3737_9384_00.dat','2002er_20020910_3209_9997_00.dat','sn1998aq-19980427.29-fast.flm','sn1998aq-19980428.26-fast.flm','sn1998aq-19980429.26-fast.flm','SN04ey_041025_b01_CLA_LD.dat','SN08hv_081215_b01_CLA_LD.dat','SN08hv_081218_b01_CLA_LD.dat','SN08hv_081218_b02_CLA_LD.dat','SN05ag_050212_b01_DUP_WF.dat','sn2005ag-20050212.596-br.flm','2005cf_20050611_3331_9999_00.dat','2005cf_20050612_3201_9285_00.dat','sn2005cf-20050610.34-fast.flm','sn2005cf-20050611.205-ui.flm','sn2005cf-20050611.32-fast.flm','sn2005cf-20050611.6-uvot-clip.flm','sn2005cf-20050611.6-uvot.flm','sn2005cf-20050612.36-fast.flm','sn2005cf-20050613.29-fast.flm','sn2005cf-20050614.31-fast.flm','sn1999gd-19991205-uvoir.flm','sn1999gd-19991208.52-fast.flm','sn2002fk-20020929.44-fast.flm','sn2005el-20051004.534-ui-corrected.flm','sn2001da-20010714.46-fast.flm','sn2001da-20010715.47-mmt.flm','SN05hc_051024_b01_MGH_BC.dat','sn2003cq-20030408-ui.flm','sn2003cq-20030409.25-fast.flm','sn2003cq-20030410.22-fast.flm','sn2003cq-20030411.25-fast.flm','sn2002cr-20020515.28-fast.flm','sn2002ck-20020502.46-fast.flm','sn2002ck-20020503.34-fast.flm','SN05bo_050418_b01_DUP_WF.dat','SN05bo_050419_b01_DUP_WF.dat','sn2005bo-20050418.21-fast.flm','SN08bq_080407_b01_DUP_WF.dat','SN08bf_080328_b01_NTT_EM.dat','SN08bf_080328_g01_NTT_EM.dat','SN08bf_080331_b01_DUP_WF.dat','sn2008bf-20080330.31-fast.flm','sn2011fe-20110909-snifs.dat','sn2011fe-20110910-snifs.dat','sn2011fe-20110911-snifs.dat','sn2011fe-20110912-snifs.dat','sn2011fe-visit5-hst.flm','sn1997dt-19971204.11-fast.flm','SN06os_061122_b01_DUP_WF.dat','SN06ax_060331_b01_DUP_WF.dat','SN06ax_060402_b01_DUP_WF.dat','sn2006ax-20060402.30-fast.flm','sn2006az-20060331.37-fast.flm','SN05kc_051124_b01_DUP_MS.dat','SN05kc_051125_b01_DUP_MS.dat','sn2006sr-20061222.12-fast.flm','sn2006sr-20061224.09-fast.flm','sn2004bg-20040411.39-fast.flm','sn2007co-20070612.35-fast.flm','sn2007co-20070613.39-fast.flm','sn2007co-20070614.38-fast.flm','sn2007co-20070614.468-ui-corrected.flm','sn2007co-20070615.36-fast.flm','sn2006cf-20060519.25-fast.flm','sn1998eg-19981024.15-fast.flm','sn2005ms-20060106.400-ui.flm','sn1998bu-19980518.16-fast.flm','sn1998bu-19980520.15-fast.flm','sn1999ac-19990312-ui-corrected.flm','sn1999ac-19990312.53-fast.flm','2003du_20030505_3499_7775_00.dat','2003du_20030506_3446_7775_00.dat','2003du_20030507_3404_10096_00.dat','2003du_20030508_5858_7062_00.dat','sn2003du-20030505.30-fast.flm','sn2003du-20030508.30-fast.flm','sn2002ha-20021102-ui-corrected.flm','sn2002ha-20021104.11-mmt.flm','kyle_foundation_asassn15il_phase=-2.27076872997.txt','kyle_foundation_asassn15nr_phase=4.77672098892.txt','kyle_foundation_asassn15pn_phase=3.4191859734.txt','kyle_foundation_asassn15pr_phase=1.02189720097.txt','kyle_foundation_ps15ahs_phase=4.16222428833.txt','kyle_foundation_ps15aii_phase=0.0791535553055.txt','kyle_foundation_ps15bwh_phase=-0.0180355475521.txt','kyle_foundation_ps16cqa_phase=1.60302915219.txt','kyle_foundation_ps16fbb_phase=-2.4871096383.txt','kyle_foundation_ps16fbb_phase=3.21360295077.txt','kyle_foundation_2016gmg_phase=-2.06099989421.txt','kyle_foundation_2016gsu_phase=-2.009279776.txt','kyle_foundation_2016hhv_phase=2.99542840765.txt','kyle_foundation_2017cfc_phase=0.459371638989.txt','kyle_foundation_2017cii_phase=0.509012817511.txt','kyle_foundation_2017ciy_phase=-0.550489121496.txt','kyle_foundation_2017cjv_phase=-1.86137658412.txt','kyle_foundation_asassn16ct_phase=-2.80293140419.txt','kyle_foundation_asassn16dw_phase=-0.479844779937.txt','kyle_foundation_asassn17eb_phase=0.0742016556139.txt','kyle_foundation_atlas17ajn_phase=1.93178900097.txt','kyle_foundation_ps16dnp_phase=3.03058498496.txt','kyle_foundation_ps16evk_phase=1.21389134103.txt','kyle_foundation_ps16fa_phase=-2.24784143568.txt')
# N = 61
# N_spec = 122
# phase = 0.15
# x1 = 1.13
# vel = -10.82
# z = nan

  Wavelength       Flux    1-Sigma Lower    1-Sigma Upper         Phase         x1     Redshift    Velocity    SNe per Bin
        1922  0.0742991      6.50359e-06      1.57538e-05   0.1            1.108    nan            nan                   1
        1924  0.0727318      6.3664e-06       1.54215e-05   0.1            1.108    nan            nan                   1
        1926  0.0685593      6.00117e-06      1.45368e-05   0.1            1.108    nan            nan                   1
        1928  0.0676858      5.92471e-06      1.43516e-05   0.1            1.108    nan            nan                   1
        1930  0.0651903      5.70627e-06      1.38225e-05   0.1            1.108    nan            nan                   1
        1932  0.0653656      5.72162e-06      1.38596e-05   0.1            1.108    nan            nan                   1
        1934  0.063997       5.60182e-06      1.35694e-05   0.1            1.108    nan            nan                   1
        1936  0.0683785      5.98534e-06      1.44985e-05   0.1            1.108    nan            nan                   1
        1938  0.0674418      5.90335e-06      1.42999e-05   0.1            1.108    nan            nan                   1
        1940  0.0613824      5.37296e-06      1.30151e-05   0.1            1.108    nan            nan                   1
        1942  0.0610114      5.34048e-06      1.29364e-05   0.1            1.108    nan            nan                   1
        1944  0.0659223      5.77034e-06      1.39777e-05   0.1            1.108    nan            nan                   1
        1946  0.0643554      5.63319e-06      1.36454e-05   0.1            1.108    nan            nan                   1
        1948  0.0651063      5.69892e-06      1.38047e-05   0.1            1.108    nan            nan                   1
        1950  0.0673244      5.89308e-06      1.4275e-05    0.1            1.108    nan            nan                   1
        1952  0.0674381      5.90303e-06      1.42991e-05   0.1            1.108    nan            nan                   1
        1954  0.0663267      5.80574e-06      1.40634e-05   0.1            1.108    nan            nan                   1
        1956  0.0685083      5.99671e-06      1.4526e-05    0.1            1.108    nan            nan                   1
        1958  0.0666698      5.83577e-06      1.41362e-05   0.1            1.108    nan            nan                   1
        1960  0.0656597      5.74736e-06      1.3922e-05    0.1            1.108    nan            nan                   1
        1962  0.0733863      6.42369e-06      1.55603e-05   0.1            1.108    nan            nan                   1
        1964  0.0745281      6.52364e-06      1.58024e-05   0.1            1.108    nan            nan                   1
        1966  0.0729448      6.38504e-06      1.54667e-05   0.1            1.108    nan            nan                   1
        1968  0.0689534      6.03567e-06      1.46204e-05   0.1            1.108    nan            nan                   1
        1970  0.067566       5.91423e-06      1.43262e-05   0.1            1.108    nan            nan                   1
        1972  0.0685661      6.00176e-06      1.45382e-05   0.1            1.108    nan            nan                   1
        1974  0.0724702      6.3435e-06       1.5366e-05    0.1            1.108    nan            nan                   1
        1976  0.0768145      6.72377e-06      1.62872e-05   0.1            1.108    nan            nan                   1
        1978  0.0772878      6.7652e-06       1.63875e-05   0.1            1.108    nan            nan                   1
        1980  0.0750892      6.57275e-06      1.59214e-05   0.1            1.108    nan            nan                   1
        1982  0.0771163      6.75018e-06      1.63512e-05   0.1            1.108    nan            nan                   1
        1984  0.0826785      7.23706e-06      1.75305e-05   0.1            1.108    nan            nan                   1
        1986  0.0835856      7.31646e-06      1.77229e-05   0.1            1.108    nan            nan                   1
        1988  0.0830025      7.26542e-06      1.75992e-05   0.1            1.108    nan            nan                   1
        1990  0.0834672      7.3061e-06       1.76978e-05   0.1            1.108    nan            nan                   1
        1992  0.0874169      7.65182e-06      1.85352e-05   0.1            1.108    nan            nan                   1
        1994  0.0922062      8.07105e-06      1.95507e-05   0.1            1.108    nan            nan                   1
        1996  0.0939362      8.22247e-06      1.99175e-05   0.1            1.108    nan            nan                   1
        1998  0.0901153      7.88802e-06      1.91074e-05   0.1            1.108    nan            nan                   1
        2000  0.0922926      8.07861e-06      1.9569e-05    0.1            1.108    nan            nan                   1
        2002  0.0953756      8.34847e-06      2.02227e-05   0.1            1.108    nan            nan                   1
        2004  0.0950132      8.31675e-06      2.01459e-05   0.1            1.108    nan            nan                   1
        2006  0.0927689      8.12029e-06      1.967e-05     0.1            1.108    nan            nan                   1
        2008  0.0933102      8.16768e-06      1.97848e-05   0.1            1.108    nan            nan                   1
        2010  0.0929465      8.13584e-06      1.97077e-05   0.1            1.108    nan            nan                   1
        2012  0.0996561      8.72315e-06      2.11303e-05   0.1            1.108    nan            nan                   1
        2014  0.101161       8.85492e-06      2.14495e-05   0.1            1.108    nan            nan                   1
        2016  0.100873       8.82963e-06      2.13883e-05   0.1            1.108    nan            nan                   1
        2018  0.0998768      8.74247e-06      2.11771e-05   0.1            1.108    nan            nan                   1
        2020  0.102659       8.98604e-06      2.17671e-05   0.1            1.108    nan            nan                   1
        2022  0.101266       8.86409e-06      2.14717e-05   0.1            1.108    nan            nan                   1
        2024  0.0967735      8.47083e-06      2.05191e-05   0.1            1.108    nan            nan                   1
        2026  0.0928446      8.12692e-06      1.96861e-05   0.1            1.108    nan            nan                   1
        2028  0.0962907      8.42857e-06      2.04168e-05   0.1            1.108    nan            nan                   1
        2030  0.0950915      8.3236e-06       2.01625e-05   0.1            1.108    nan            nan                   1
        2032  0.0938548      8.21535e-06      1.99003e-05   0.1            1.108    nan            nan                   1
        2034  0.0934511      8.18001e-06      1.98147e-05   0.1            1.108    nan            nan                   1
        2036  0.0899859      7.8767e-06       1.908e-05     0.1            1.108    nan            nan                   1
        2038  0.0858463      7.51435e-06      1.82022e-05   0.1            1.108    nan            nan                   1
        2040  0.0878825      7.69258e-06      1.8634e-05    0.1            1.108    nan            nan                   1
        2042  0.0873812      7.6487e-06       1.85277e-05   0.1            1.108    nan            nan                   1
        2044  0.0872622      7.63828e-06      1.85024e-05   0.1            1.108    nan            nan                   1
        2046  0.0855835      7.49135e-06      1.81465e-05   0.1            1.108    nan            nan                   1
        2048  0.0861429      7.54031e-06      1.82651e-05   0.1            1.108    nan            nan                   1
        2050  0.0849435      7.43532e-06      1.80108e-05   0.1            1.108    nan            nan                   1
        2052  0.0871511      7.62856e-06      1.84789e-05   0.1            1.108    nan            nan                   1
        2054  0.0899106      7.8701e-06       1.9064e-05    0.1            1.108    nan            nan                   1
        2056  0.0826856      7.23769e-06      1.75321e-05   0.1            1.108    nan            nan                   1
        2058  0.0804744      7.04413e-06      1.70632e-05   0.1            1.108    nan            nan                   1
        2060  0.0834681      7.30617e-06      1.7698e-05    0.1            1.108    nan            nan                   1
        2062  0.076651       6.70946e-06      1.62525e-05   0.1            1.108    nan            nan                   1
        2064  0.073365       6.42182e-06      1.55558e-05   0.1            1.108    nan            nan                   1
        2066  0.0748724      6.55378e-06      1.58754e-05   0.1            1.108    nan            nan                   1
        2068  0.0722234      6.3219e-06       1.53137e-05   0.1            1.108    nan            nan                   1
        2070  0.068021       5.95406e-06      1.44227e-05   0.1            1.108    nan            nan                   1
        2072  0.0639494      5.59765e-06      1.35594e-05   0.1            1.108    nan            nan                   1
        2074  0.069407       6.07537e-06      1.47165e-05   0.1            1.108    nan            nan                   1
        2076  0.0666744      5.83618e-06      1.41372e-05   0.1            1.108    nan            nan                   1
        2078  0.0650947      5.6979e-06       1.38022e-05   0.1            1.108    nan            nan                   1
        2080  0.0637928      5.58395e-06      1.35262e-05   0.1            1.108    nan            nan                   1
        2082  0.062448       5.46623e-06      1.3241e-05    0.1            1.108    nan            nan                   1
        2084  0.0626919      5.48758e-06      1.32927e-05   0.1            1.108    nan            nan                   1
        2086  0.0601075      5.26136e-06      1.27448e-05   0.1            1.108    nan            nan                   1
        2088  0.0582048      5.09481e-06      1.23413e-05   0.1            1.108    nan            nan                   1
        2090  0.0578103      0.115097         0.00038807    0.0952461      1.108    nan            -10.34                2
        2092  0.055349       0.263947         0.000858774   0.0954026      1.108    nan            -10.34                2
        2094  0.0569349      0.189036         0.000595315   0.0955529      1.108    nan            -10.34                2
        2096  0.0581144      0.0402888        0.000123887   0.095697       1.108    nan            -10.34                2
        2098  0.0582094      0.128554         0.000379664   0.0958345      1.108    nan            -10.34                2
        2100  0.0519787      0.446006         0.00127217    0.0959656      1.108    nan            -10.34                2
        2102  0.0534209      0.722278         0.00199575    0.0960901      1.108    nan            -10.34                2
        2104  0.0520668      0.713855         0.00191279    0.0962081      1.108    nan            -10.34                2
        2106  0.0510265      0.585479         0.00152272    0.0963198      1.108    nan            -10.34                2
        2108  0.0495327      0.402644         0.00101752    0.0964252      1.108    nan            -10.34                2
        2110  0.0501794      0.138949         0.000342172   0.0965244      1.108    nan            -10.34                2
        2112  0.0503073      0.000326776      0.139282      0.0966177      1.108    nan            -10.34                2
        2114  0.0521434      0.000773947      0.335323      0.0967052      1.108    nan            -10.34                2
        2116  0.05111        0.000800929      0.355746      0.0967873      1.108    nan            -10.34                2
        2118  0.0510474      0.000484862      0.221694      0.096864       1.108    nan            -10.34                2
        2120  0.0472939      4.5676e-06       0.000717207   0.0969356      1.108    nan            -10.34                2
        2122  0.0465411      0.221222         0.00046914    0.0970025      1.108    nan            -10.34                2
        2124  0.0455115      0.292277         0.000606569   0.0970647      1.108    nan            -10.34                2
        2126  0.04567        0.291469         0.00059296    0.0971227      1.108    nan            -10.34                2
        2128  0.0459953      0.390535         0.000779273   0.0971765      1.108    nan            -10.34                2
        2130  0.043613       0.58672          0.00114942    0.0972264      1.108    nan            -10.34                2
        2132  0.0464851      0.596523         0.00114916    0.0972727      1.108    nan            -10.34                2
        2134  0.0465761      0.139746         0.000265837   0.0973154      1.108    nan            -10.34                2
        2136  0.045915       0.000616899      0.333351      0.0973549      1.108    nan            -10.34                2
        2138  0.0458533      0.00101159       0.552417      0.0973913      1.108    nan            -10.34                2
        2140  0.0431967      0.000834909      0.462208      0.0974248      1.108    nan            -10.34                2
        2142  0.0440107      0.000614573      0.345125      0.0974555      1.108    nan            -10.34                2
        2144  0.0433699      0.000580411      0.329691      0.0974835      1.108    nan            -10.34                2
        2146  0.0450803      0.000606613      0.348089      0.0975089      1.108    nan            -10.34                2
        2148  0.0435714      0.000310461      0.181182      0.097532       1.108    nan            -10.34                2
        2150  0.0419451      0.0372365        6.52937e-05   0.0975527      1.108    nan            -10.34                2
        2152  0.0456254      0.0104565        2.13987e-05   0.0975713      1.108    nan            -10.34                2
        2154  0.0436916      0.000353181      0.210482      0.0975877      1.108    nan            -10.34                2
        2156  0.0415148      0.000763105      0.453896      0.0976021      1.108    nan            -10.34                2
        2158  0.0421482      0.00088461       0.528515      0.0976146      1.108    nan            -10.34                2
        2160  0.0408999      0.000605216      0.364047      0.0976253      1.108    nan            -10.34                2
        2162  0.0392044      3.71711e-05      0.0247346     0.0976342      1.108    nan            -10.34                2
        2164  0.038575       0.275002         0.000458501   0.0976414      1.108    nan            -10.34                2
        2166  0.040801       0.203745         0.000339171   0.0976471      1.108    nan            -10.34                2
        2168  0.0392429      0.000270062      0.165719      0.0976513      1.108    nan            -10.34                2
        2170  0.0399765      0.000755628      0.459356      0.0976542      1.108    nan            -10.34                2
        2172  0.0398648      0.000645116      0.392847      0.0976558      1.108    nan            -10.34                2
        2174  0.0383454      0.000222674      0.137349      0.0976563      1.108    nan            -10.34                2
        2176  0.0361583      0.000112372      0.0704743     0.0976557      1.108    nan            -10.34                2
        2178  0.036139       0.000300808      0.18429       0.0976543      1.108    nan            -10.34                2
        2180  0.0359168      0.000397769      0.242631      0.0976521      1.108    nan            -10.34                2
        2182  0.0324403      2.04501e-05      0.014249      0.0976492      1.108    nan            -10.34                2
        2184  0.0353504      0.194733         0.00032426    0.0976458      1.108    nan            -10.34                2
        2186  0.0358436      0.114957         0.000192086   0.097642       1.108    nan            -10.34                2
        2188  0.0345595      0.000576868      0.348551      0.0976379      1.108    nan            -10.34                2
        2190  0.0386811      0.00126476       0.760236      0.0976337      1.108    nan            -10.34                2
        2192  0.0374194      0.00152919       0.916857      0.0976294      1.108    nan            -10.34                2
        2194  0.0350331      0.0012768        0.764416      0.0976251      1.108    nan            -10.34                2
        2196  0.0337811      0.000814566      0.48761       0.0976209      1.108    nan            -10.34                2
        2198  0.0313978      0.000264554      0.159509      0.0976169      1.108    nan            -10.34                2
        2200  0.0346089      0.13304          0.000224845   0.0976132      1.108    nan            -10.34                2
        2202  0.0334609      0.149307         0.000252576   0.0976097      1.108    nan            -10.34                2
